0000, 2131
0d58, 899f
0d59, fd6c
0d5a, 090a
0d5b, c966
0d5c, f3df
0d5d, ff58
0d5e, 33a6
0d5f, 866f
0d60, 2b5a
0d61, 00bc
0d62, 1f34
0d63, 9085
0d64, 2f65
0d65, ffda
0d66, 2139
0d67, f054
0d68, 1182
0d69, c12a
0d6a, 118c
0d6b, 1089
0d6c, 6b62
0d6d, cbb9
0d6e, 6b6c
0d6f, cfb2
0d70, 97a8
0d71, d8d0
0d72, 7397
0d73, 3412
0d74, e0de
0d75, 0508
0d76, 0d5a
0d77, 6124
0d78, b3f2
0d79, 9069
0d7a, 5d30
0d7b, 78da
0d7c, 47a5
0d7d, 6417
0d7e, 312d
0d7f, 55a5
0d80, 4c63
0d81, 740a
0d82, ca98
0d83, e49f
0d84, 30d8
0d85, a968
0d86, a696
0d87, 2b6c
0d88, a3ff
0d89, ff6f
0d8a, c3fa
0d8b, de00
0d8c, e16f
0d8d, 2293
0d8e, e166
0d8f, a0df
0d90, 6d68
0d91, 55a0
0d92, 99f7
0d93, 90f2
0d94, 46dd
0d95, 6aa8
0d96, 0fda
0d97, e364
0d98, 49f2
0d99, 96d4
0d9a, afd0
0d9b, 556a
0d9c, 6da5
0d9d, 9057
0d9e, e3ad
0d9f, 3aa5
0da0, 27f0
0da1, 08d4
0da2, 75fd
0da3, 9918
0da4, 9eb9
0da5, 65a0
0da6, 6d35
0da7, f84b
0da8, 7ce7
0da9, 7ddb
0daa, 0d84
0dab, 1835
0dac, 67a7
0dad, c7ce
0dae, 962a
0daf, 0577
0db0, e1a3
0db1, 75c4
0db2, cd35
0db3, ee38
0db4, e86e
0db5, a0a3
0db6, dbfd
0db7, 962b
0db8, 5653
0db9, 2ed2
0dba, 779b
0dbb, bfcd
0dbc, 9caf
0dbd, 9835
0dbe, ed21
0dbf, 0905
0dc0, 9b65
0dc1, d0b1
0dc2, 1652
0dc3, 3e87
0dc4, 3828
0dc5, cf65
0dc6, 115b
0dc7, 6d6b
0dc8, d637
0dc9, f8b5
0dca, d131
0dcb, 70bb
0dcc, 4b68
0dcd, 6e82
0dce, 3d61
0dcf, afd8
0dd0, 3a3a
0dd1, d4bc
0dd2, 1d69
0dd3, 4482
0dd4, 9d6c
0dd5, fd5a
0dd6, 1e59
0dd7, 344a
0dd8, 9e82
0dd9, fe8a
0dda, 7ebc
0ddb, d439
0ddc, 3ab2
0ddd, dad9
0dde, 4a6c
0ddf, 6db2
0de0, f3d3
0de1, 780d
0de2, 6f35
0de3, 8993
0de4, ebd1
0de5, 86a3
0de6, b8ad
0de7, 4cdb
0de8, 8038
0de9, 91db
0dea, 72a4
0deb, 12dd
0dec, 6603
0ded, 3535
0dee, e70d
0def, 63af
0df0, 3dfa
0df1, c9b1
0df2, 0a08
0df3, ff87
0df4, fdbb
0df5, 8a56
0df6, 5f98
0df7, 353a
0df8, f5ee
0df9, 6f5a
0dfa, a07d
0dfb, c538
0dfc, 3679
0dfd, cdd8
0dfe, 3ab4
0dff, 33be
0e00, cc35
0e01, cf91
0e02, 36b5
0e03, 29bb
0e04, 93e4
0e05, 3e35
0e06, f49f
0e07, 0078
0e08, 468b
0e09, 637f
0e0a, ca09
0e0b, c198
0e0c, c53b
0e0d, c9b5
0e0e, 9071
0e0f, add2
0e10, 7a3a
0e11, 956b
0e12, ce0c
0e13, fbe5
0e14, 611b
0e15, 04da
0e16, 93b5
0e17, 78c2
0e18, c092
0e19, 96c5
0e1a, 6c8b
0e1b, 72b2
0e1c, 674f
0e1d, 1d9c
0e1e, 9fab
0e1f, 0939
0e20, 0c5a
0e21, f4bb
0e22, a40a
0e23, f699
0e24, 3c1b
0e25, 5e6a
0e26, 46b5
0e27, 10c5
0e28, a999
0e29, 43c5
0e2a, 318b
0e2b, 19b5
0e2c, 6359
0e2d, c19a
0e2e, fecb
0e2f, 5059
0e30, 3eaf
0e31, 798c
0e32, 5520
0e33, 6345
0e34, 3134
0e35, 3cd6
0e36, e983
0e37, a8a9
0e38, 5045
0e39, 37d7
0e3a, b6b5
0e3b, b6e5
0e3c, ccda
0e3d, 5d1c
0e3e, f4d4
0e3f, 3e3a
0e40, 7565
0e41, 68c6
0e42, 61a5
0e43, 68cc
0e44, 339d
0e45, 6c65
0e46, 61a8
0e47, d503
0e48, 66fb
0e49, 3c03
0e4a, 66f1
0e4b, 7fa8
0e4c, 62bc
0e4d, 7fa5
0e4e, 3270
0e4f, 635b
0e50, a8af
0e51, 6ea0
0e52, 6703
0e53, 680c
0e54, 3b36
0e55, 37d8
0e56, 8ba3
0e57, a2df
0e58, 879c
0e59, fbdf
0e5a, 6cfc
0e5b, 02d3
0e5c, f4da
0e5d, 0863
0e5e, 32a6
0e5f, 313a
0e60, 2565
0e61, 793b
0e62, 092a
0e63, 9739
0e64, 9c5c
0e65, fc6c
0e66, 9945
0e67, 05b2
0e68, 7949
0e69, 6c62
0e6a, 0722
0e6b, 7742
0e6c, ccbc
0e6d, 774a
0e6e, 656c
0e6f, f55b
0e70, bdff
0e71, 7f96
0e72, 3d7f
0e73, 22ba
0e74, f610
0e75, 8eff
0e76, 6458
0e77, 1423
0e78, f38a
0e79, fa23
0e7a, 0108
0e7b, 7a58
0e7c, 753a
0e7d, de7f
0e7e, 28c0
0e7f, 0cdf
0e80, d00f
0e81, 2fa0
0e82, 6bd8
0e83, 90aa
0e84, 8796
0e85, 3b0f
0e86, f7d3
0e87, b96f
0e88, 6bfa
0e89, 876f
0e8a, f1f0
0e8b, 19d3
0e8c, 256a
0e8d, 70d8
0e8e, e906
0e8f, fc5a
0e90, 5195
0e91, cef6
0e92, 3a28
0e93, f92a
0e94, 631c
0e95, 8453
0e96, 3ef8
0e97, 0523
0e98, 364a
0e99, 8dc3
0e9a, ccaf
0e9b, cc38
0e9c, 045c
0e9d, afcf
0e9e, 60c0
0e9f, 5165
0ea0, 7a35
0ea1, cee0
0ea2, 63b5
0ea3, 926b
0ea4, 9611
0ea5, 6435
0ea6, fe93
0ea7, 78c8
0ea8, 938b
0ea9, 66c8
0eaa, cd0e
0eab, 1d93
0eac, 044c
0ead, 72b5
0eae, 98a1
0eaf, 0ad2
0eb0, d6fc
0eb1, 22b4
0eb2, 0866
0eb3, 969f
0eb4, 9d1a
0eb5, a8ac
0eb6, 4d7f
0eb7, 7e27
0eb8, 089f
0eb9, 9d28
0eba, 238a
0ebb, de79
0ebc, 2a35
0ebd, 7656
0ebe, 9ec4
0ebf, c435
0ec0, ef0f
0ec1, 7244
0ec2, afcc
0ec3, 2745
0ec4, fc54
0ec5, 810a
0ec6, e01f
0ec7, a079
0ec8, c945
0ec9, 3b09
0eca, 732f
0ecb, bb19
0ecc, 7a6a
0ecd, d11c
0ece, f5b4
0ecf, 645a
0ed0, f46f
0ed1, c24b
0ed2, 50ba
0ed3, 9389
0ed4, 415c
0ed5, 316a
0ed6, 4045
0ed7, c462
0ed8, b089
0ed9, 3162
0eda, ab22
0edb, 1345
0edc, ca64
0edd, 038a
0ede, 246c
0edf, 3f54
0ee0, 5bfc
0ee1, 292a
0ee2, c2a6
0ee3, fbff
0ee4, eaec
0ee5, 52d0
0ee6, 4a28
0ee7, 7fb3
0ee8, a2ff
0ee9, 9a73
0eea, 464a
0eeb, dfcf
0eec, 6c35
0eed, cb36
0eee, 9f7c
0eef, 5e35
0ef0, c465
0ef1, 6001
0ef2, 3ca5
0ef3, f0ab
0ef4, 3651
0ef5, 3165
0ef6, 6c0f
0ef7, a408
0ef8, 33fb
0ef9, 3168
0efa, 6394
0efb, 0e08
0efc, f96b
0efd, cea5
0efe, 3901
0eff, 365b
0f00, 5175
0f01, 2958
0f02, 4c51
0f03, 4175
0f04, e1c8
0f05, 5c28
0f06, 5178
0f07, 9c3d
0f08, ecb3
0f09, 41fd
0f0a, 4093
0f0b, cc28
0f0c, 40f5
0f0d, 41f4
0f0e, 9cb8
0f0f, e933
0f10, a93e
0f11, e3b3
0f12, fc18
0f13, c200
0f14, 12ce
0f15, 8c43
0f16, 49d1
0f17, 6c11
0f18, 1a96
0f19, 990d
0f1a, d4be
0f1b, 3c81
0f1c, 54d6
0f1d, 0997
0f1e, 9ac3
0f1f, b356
0f20, 5e15
0f21, 4172
0f22, 04e8
0f23, 1f66
0f24, 97ce
0f25, a443
0f26, 4351
0f27, 965d
0f28, 1500
0f29, 93f1
0f2a, ecbe
0f2b, 46f4
0f2c, b00a
0f2d, ce48
0f2e, 2b2e
0f2f, b9d6
0f30, 317a
0f31, 9952
0f32, b4d1
0f33, 72db
0f34, 3d6f
0f35, 3cb0
0f36, e93e
0f37, 3605
0f38, d8db
0f39, 8363
0f3a, e039
0f3b, 40f2
0f3c, fc2a
0f3d, be04
0f3e, fadf
0f3f, 81ba
0f40, 3351
0f41, 81a8
0f42, 6470
0f43, 67a3
0f44, 1f6f
0f45, 3426
0f46, 8ec0
0f47, 6654
0f48, 15a3
0f49, fe2a
0f4a, b008
0f4b, 36fd
0f4c, 8c63
0f4d, 63f1
0f4e, fb65
0f4f, d963
0f50, 3175
0f51, 6bc3
0f52, 67c3
0f53, 6175
0f54, 81b8
0f55, 8cb3
0f56, 81c8
0f57, 37bf
0f58, 8ccf
0f59, fbb5
0f5a, f7c5
0f5b, 6cb8
0f5c, f72f
0f5d, fb23
0f5e, 3cc8
0f5f, 3bbf
0f60, 8951
0f61, e943
0f62, ec3e
0f63, 5926
0f64, a9be
0f65, ac26
0f66, b95d
0f67, 4c56
0f68, bc86
0f69, 39d6
0f6a, dc4e
0f6b, 5c27
0f6c, 3c60
0f6d, d94e
0f6e, 8c6e
0f6f, 4968
0f70, 893e
0f71, 6999
0f72, d46e
0f73, 4db9
0f74, 72a2
0f75, ac43
0f76, a1e8
0f77, e6c7
0f78, d8d9
0f79, be07
0f7a, cc1f
0f7b, 309e
0f7c, 8039
0f7d, e3be
0f7e, 2ac2
0f7f, 5185
0f80, 836e
0f81, faa2
0f82, c2c3
0f83, 83a9
0f84, ae28
0f85, a4b3
0f86, 5e78
0f87, fd62
0f88, 5475
0f89, c8bf
0f8a, 02c5
0f8b, 86a7
0f8c, 3d69
0f8d, 6aae
0f8e, 8667
0f8f, a82f
0f90, 3e15
0f91, fe18
0f92, ec6e
0f93, 27d9
0f94, 27a2
0f95, 8443
0f96, 3ee3
0f97, 9c67
0f98, 4b69
0f99, e1a7
0f9a, 64ef
0f9b, f488
0f9c, 6485
0f9d, 4102
0f9e, 9bae
0f9f, 8e4f
0fa0, 53d7
0fa1, 3e93
0fa2, 44d1
0fa3, 83b3
0fa4, be78
0fa5, 5480
0fa6, ae16
0fa7, 461d
0fa8, d4b3
0fa9, eead
0faa, d698
0fab, 5607
0fac, 8433
0fad, 4381
0fae, 86c8
0faf, d333
0fb0, 59d1
0fb1, 3bb9
0fb2, c7e6
0fb3, 5904
0fb4, b902
0fb5, 5c86
0fb6, d96e
0fb7, 67ce
0fb8, ac1a
0fb9, 15ae
0fba, dfd9
0fbb, 8cbe
0fbc, afdb
0fbd, c50d
0fbe, 8cc9
0fbf, 5b4c
0fc0, 336d
0fc1, 8e49
0fc2, bc51
0fc3, df2b
0fc4, afdf
0fc5, 34b8
0fc6, d33e
0fc7, ec63
0fc8, bb3b
0fc9, a963
0fca, b652
0fcb, 844e
0fcc, 8664
0fcd, b921
0fce, 4b6f
0fcf, 3e2f
0fd0, 3e1a
0fd1, 4e12
0fd2, d43e
0fd3, be7a
0fd4, 83be
0fd5, 8486
0fd6, b3d7
0fd7, 36fa
0fd8, b426
0fd9, 3356
0fda, e44e
0fdb, b602
0fdc, 460a
0fdd, bef2
0fde, 3672
0fdf, 4360
0fe0, 5e7a
0fe1, 2ad9
0fe2, c270
0fe3, ceca
0fe4, e3a9
0fe5, 5426
0fe6, e36e
0fe7, 2dde
0fe8, 547a
0fe9, 9aae
0fea, 4d69
0feb, 4602
0fec, 022c
0fed, c8b6
0fee, 9602
0fef, a82c
0ff0, 311a
0ff1, 9368
0ff2, 6c16
0ff3, 2dd3
0ff4, 2d65
0ff5, 3c86
0ff6, 3110
0ff7, 3c4a
0ff8, 9aa3
0ff9, 618a
0ffa, e6a8
0ffb, 6c40
0ffc, 4605
0ffd, 6180
0ffe, 4a6f
0fff, e363
1000, b2e8
1001, cfc4
1002, ef36
1003, e3a0
1004, 4c74
1005, b848
1006, 55e2
1007, 28eb
1008, 46d0
1009, e2eb
100a, a574
100b, cfe2
100c, b2c0
100d, e596
100e, 21c4
100f, d820
1010, 04f2
1011, 6709
1012, ad2d
1013, 8bd1
1014, ad47
1015, f312
1016, f974
1017, ab6e
1018, 8fbe
1019, af81
101a, c5c9
101b, fc9b
101c, 02a4
101d, 883d
101e, 8857
101f, 0aeb
1020, c01e
1021, fdc7
1022, 8f4d
1023, 8a7d
1024, 8f87
1025, 0912
1026, f3eb
1027, aa77
1028, 8d21
1029, adbe
102a, 6a79
102b, f6e1
102c, 0f7d
102d, 351d
102e, 3517
102f, 05c4
1030, a9f8
1031, 8384
1032, 4051
1033, 448b
1034, 7129
1035, a058
1036, 3630
1037, b3ae
1038, 9e8b
1039, d6de
103a, 6644
103b, 83f0
103c, a982
103d, 49f1
103e, bcb9
103f, 0082
1040, c5e5
1041, 5ed4
1042, d1b6
1043, 86b6
1044, 8972
1045, 27ef
1046, 3d42
1047, 84fb
1048, 4e28
1049, a3cb
104a, 568b
104b, 5832
104c, 097a
104d, 3080
104e, 8ca4
104f, 1c1a
1050, 1ef7
1051, a012
1052, e851
1053, 448a
1054, 691d
1055, 7499
1056, 503f
1057, 6f9c
1058, 2e8c
1059, 85fa
105a, 594e
105b, 0955
105c, 1488
105d, 42f1
105e, f04d
105f, dee3
1060, 5e5e
1061, 31de
1062, d1bd
1063, 4db6
1064, bb4e
1065, 368e
1066, 80b1
1067, b628
1068, 4827
1069, be81
106a, 502e
106b, 8131
106c, ae61
106d, e080
106e, 4f43
106f, a641
1070, df4e
1071, 029e
1072, 5b20
1073, 683a
1074, 177d
1075, eb3e
1076, 3aff
1077, 32e4
1078, 7d6a
1079, daa4
107a, faee
107b, d29f
107c, 0f4f
107d, 3f3d
107e, 95e0
107f, 9b8f
1080, 79e9
1081, 543e
1082, dbd1
1083, f08c
1084, c3cd
1085, 2cf9
1086, 8655
1087, e2fa
1088, 11ba
1089, 5a0c
108a, 334e
108b, be3f
108c, a0e3
108d, ef81
108e, 64fd
108f, 41e8
1090, b2fe
1091, cf8e
1092, 3840
1093, e55a
1094, 92ed
1095, d83e
1096, a59f
1097, 2ff4
1098, 9f3a
1099, 4594
109a, 05ee
109b, cfff
109c, b28f
109d, 8210
109e, 288d
109f, 784f
10a0, 5f48
10a1, a204
10a2, bd66
10a3, 31d0
10a4, 44c9
10a5, eb88
10a6, 3ae2
10a7, e5ec
10a8, e0d3
10a9, d77b
10aa, aa14
10ab, 5292
10ac, af20
10ad, 8836
10ae, 437a
10af, bb40
10b0, 72ff
10b1, 3b9d
10b2, 5660
10b3, 683b
10b4, cf84
10b5, 6a95
10b6, f5aa
10b7, b168
10b8, cd2b
10b9, a036
10ba, 3f71
10bb, 979a
10bc, 58fe
10bd, ee36
10be, cb62
10bf, 3d1e
10c0, de58
10c1, 6134
10c2, d6d1
10c3, 908c
10c4, 7e84
10c5, 3638
10c6, 80d0
10c7, a12e
10c8, 11bb
10c9, b03d
10ca, 60b4
10cb, 4130
10cc, 0e52
10cd, 3e81
10ce, 762f
10cf, f682
10d0, a9ee
10d1, 83ce
10d2, ee8d
10d3, 47c1
10d4, 484e
10d5, 508e
10d6, 8641
10d7, bc77
10d8, 4bb1
10d9, b127
10da, 362e
10db, 83e1
10dc, a9c1
10dd, 44ed
10de, e21e
10df, a0b1
10e0, 0f93
10e1, fa81
10e2, 8036
10e3, 354b
10e4, cdb2
10e5, 05ff
10e6, 6a9a
10e7, a3a8
10e8, 6f4b
10e9, 5668
10ea, 3ded
10eb, fdf6
10ec, c54e
10ed, 8990
10ee, aab9
10ef, 5f1e
10f0, 18e8
10f1, 09bb
10f2, 4e80
10f3, 4cc6
10f4, 83c4
10f5, 12e5
10f6, 5f42
10f7, f01b
10f8, e1b6
10f9, 891b
10fa, 5024
10fb, c542
10fc, 1ec6
10fd, 44e6
10fe, 667b
10ff, 747a
1100, 2536
1101, e60b
1102, d813
1103, 72dd
1104, a566
1105, ef96
1106, e241
1107, af19
1108, d8ad
1109, a587
110a, e3d1
110b, e8eb
110c, fc26
110d, 7243
110e, afaa
110f, 8176
1110, d0e8
1111, 31ce
1112, 9182
1113, 0e24
1114, 10d9
1115, 4117
1116, eecd
1117, 968a
1118, 765b
1119, 2e24
111a, b0ae
111b, 4610
111c, ae71
111d, 704f
111e, 61b9
111f, d6f1
1120, 1447
1121, 93de
1122, 7e49
1123, b96b
1124, 9669
1125, dee7
1126, 411d
1127, 4c44
1128, 70d4
1129, 9184
112a, 46ae
112b, 9c4d
112c, 19d1
112d, b482
112e, 43d9
112f, d001
1130, 253d
1131, 2f97
1132, 5093
1133, cf00
1134, 6aaf
1135, effd
1136, dd0e
1137, 6356
1138, 050c
1139, 86f6
113a, 2592
113b, 1a67
113c, 2dad
113d, c953
113e, 6d08
113f, 9aab
1140, a8f3
1141, a2b1
1142, 2d3f
1143, 0f64
1144, 7a9d
1145, edf3
1146, 4747
1147, 7518
1148, cb4a
1149, 97ee
114a, da31
114b, d588
114c, afad
114d, 085f
114e, 02c1
114f, 5b10
1150, 0288
1151, 196b
1152, ce85
1153, a476
1154, b9ab
1155, 5818
1156, b55e
1157, 103e
1158, aeb0
1159, 79fe
115a, b06b
115b, df92
115c, 0e76
115d, a48f
115e, 10ab
115f, 04ca
1160, e016
1161, 88e7
1162, 3617
1163, de06
1164, 50a3
1165, b17d
1166, de11
1167, 31fd
1168, a6f6
1169, 80cd
116a, ddf7
116b, b678
116c, 8bc1
116d, ae97
116e, 41a3
116f, ef0e
1170, 309d
1171, 812b
1172, eb97
1173, 79c4
1174, a65c
1175, a176
1176, d3dd
1177, b253
1178, 7c94
1179, 3a53
117a, 40d2
117b, 844d
117c, f30b
117d, bf17
117e, be6c
117f, f47f
1180, 5ff7
1181, 5ebb
1182, f18f
1183, a06d
1184, d3fb
1185, 8be8
1186, 4a5e
1187, 041e
1188, a186
1189, 23fe
118a, d65b
118b, 528e
118c, 09a4
118d, c052
118e, 54cb
118f, 0cea
1190, f486
1191, 23db
1192, b8f7
1193, 7e01
1194, 506c
1195, 3ee0
1196, e93d
1197, af95
1198, 74a4
1199, 5553
119a, e6db
119b, 40fb
119c, f176
119d, 7257
119e, c96c
119f, fc7c
11a0, 8896
11a1, 8c21
11a2, eb13
11a3, dfcd
11a4, aa36
11a5, dda6
11a6, b7bd
11a7, a257
11a8, bbfd
11a9, 3a47
11aa, e96e
11ab, e546
11ac, 8601
11ad, af13
11ae, d266
11af, 3ec8
11b0, 5eee
11b1, 67c9
11b2, 2d32
11b3, 582d
11b4, df67
11b5, 469e
11b6, e001
11b7, fb8b
11b8, dd3d
11b9, 2f64
11ba, 7509
11bb, 8111
11bc, 027b
11bd, 0842
11be, 3bbe
11bf, 1a9b
11c0, 881d
11c1, f2e2
11c2, 3693
11c3, 720c
11c4, 050f
11c5, ddad
11c6, df91
11c7, e1f6
11c8, ca9c
11c9, 8006
11ca, 1a99
11cb, ab7e
11cc, 67cb
11cd, be93
11ce, 97af
11cf, 25a2
11d0, 948d
11d1, 2537
11d2, a0e7
11d3, c9d6
11d4, 36a3
11d5, ee11
11d6, b177
11d7, 634d
11d8, a006
11d9, 361d
11da, ef97
11db, 1c27
11dc, 9a6d
11dd, c947
11de, 63d3
11df, eda1
11e0, 195e
11e1, 9d07
11e2, 7f32
11e3, d5ad
11e4, 4d6e
11e5, b09e
11e6, e6f1
11e7, 4a54
11e8, bfdd
11e9, 2d5b
11ea, 9aa9
11eb, 9351
11ec, 1f0d
11ed, d532
11ee, 4a07
11ef, 750b
11f0, 7533
11f1, dfa4
11f2, 7f5f
11f3, a22a
11f4, 75a1
11f5, dff3
11f6, d287
11f7, 788e
11f8, 08ba
11f9, 7217
11fa, d561
11fb, d819
11fc, 0220
11fd, d53f
11fe, 7f6d
11ff, a8c0
1200, 253c
1201, 9f93
1202, be85
1203, 142a
1204, 2c7f
1205, ef3c
1206, 7aa5
1207, 21e0
1208, deba
1209, 9cec
120a, 95ff
120b, 1da3
120c, 9a6c
120d, 1485
120e, 21c8
120f, edda
1210, bf4f
1211, 31d5
1212, 47e9
1213, b97a
1214, d5af
1215, eb89
1216, e06a
1217, 3c9c
1218, dc14
1219, 490a
121a, b0d5
121b, 813a
121c, df2c
121d, d5e5
121e, 870f
121f, bb4b
1220, 7289
1221, 93d5
1222, d2e2
1223, 1ec4
1224, ea0f
1225, b849
1226, e63a
1227, 269a
1228, b474
1229, 439c
122a, 46d5
122b, 935a
122c, 722b
122d, 18e9
122e, 2daf
122f, d82b
1230, 2534
1231, d60f
1232, af35
1233, 50e9
1234, e746
1235, ef54
1236, 51bf
1237, 9c3b
1238, 5947
1239, 413b
123a, d363
123b, cc2f
123c, 48e4
123d, 0535
123e, ebea
123f, 428d
1240, 5e55
1241, fc0f
1242, 43f5
1243, 52aa
1244, bf63
1245, 4655
1246, 290c
1247, 8130
1248, ba9c
1249, 40d0
124a, 19af
124b, 6c9c
124c, ae6a
124d, 54f5
124e, 8bd8
124f, d63a
1250, c44f
1251, 2a50
1252, 521f
1253, 1033
1254, 963c
1255, ae8f
1256, fcea
1257, 87e0
1258, 79f3
1259, 8b46
125a, ed90
125b, f116
125c, df95
125d, 08e5
125e, 433c
125f, b553
1260, 408c
1261, 885f
1262, 8d89
1263, a8db
1264, be25
1265, d1b4
1266, df5a
1267, 864a
1268, 5d4b
1269, eeba
126a, dd3f
126b, ab65
126c, e6ba
126d, 5839
126e, 3625
126f, 4e29
1270, 8034
1271, 51a3
1272, 4139
1273, 5583
1274, 4870
1275, 51bc
1276, 04ec
1277, 23e4
1278, 4783
1279, 24a4
127a, d0f0
127b, 03a9
127c, 8430
127d, d089
127e, 8de0
127f, d3d0
1280, a059
1281, 8b90
1282, 87e5
1283, 04f3
1284, 20dc
1285, 314f
1286, f4ca
1287, 8d31
1288, 23f3
1289, 88b0
128a, 4f00
128b, f394
128c, 5253
128d, 55f9
128e, 613c
128f, 4a53
1290, 648c
1291, 13d3
1292, de59
1293, d8e5
1294, ebe0
1295, 8e4a
1296, 0ccf
1297, 21f1
1298, b283
1299, 2c94
129a, b6a3
129b, 0173
129c, 40fc
129d, 1439
129e, 2780
129f, e930
12a0, 883c
12a1, 62ff
12a2, 4185
12a3, a0ba
12a4, 14cf
12a5, dddc
12a6, 15fc
12a7, 63ec
12a8, d14a
12a9, 247c
12aa, 7a95
12ab, 07a5
12ac, 8bda
12ad, 5085
12ae, f37f
12af, ef65
12b0, a842
12b1, 8736
12b2, 43f9
12b3, 15e3
12b4, 2906
12b5, ed32
12b6, 8e2c
12b7, 8a94
12b8, 27e7
12b9, 32ca
12ba, e566
12bb, 363b
12bc, b948
12bd, 54e9
12be, fc90
12bf, ec87
12c0, 8884
12c1, ac63
12c2, 8d35
12c3, 5437
12c4, e2b6
12c5, ddd4
12c6, ae4a
12c7, 464b
12c8, 8387
12c9, eedb
12ca, d956
12cb, 5669
12cc, 4580
12cd, d835
12ce, 8a46
12cf, d7b1
12d0, 2484
12d1, 253f
12d2, 5f49
12d3, 052b
12d4, 4125
12d5, 4e8b
12d6, dd65
12d7, 9c8a
12d8, af2b
12d9, e14a
12da, ef5f
12db, 1a6f
12dc, 2c24
12dd, 0589
12de, 9c25
12df, e1b4
12e0, 7532
12e1, ed9a
12e2, b999
12e3, 1887
12e4, 2390
12e5, df32
12e6, 314c
12e7, fb1a
12e8, 12ee
12e9, 87ea
12ea, ea36
12eb, 6c4c
12ec, bee9
12ed, 10f9
12ee, 2656
12ef, b447
12f0, 1955
12f1, 26a8
12f2, b9f5
12f3, 7f0c
12f4, edd8
12f5, b055
12f6, 939c
12f7, 43f0
12f8, b5aa
12f9, e630
12fa, 230f
12fb, 2690
12fc, 19da
12fd, 10f5
12fe, ea03
12ff, d06a
1300, 83e8
1301, c1f4
1302, 8e56
1303, 82a3
1304, 4aca
1305, 5088
1306, a492
1307, 167c
1308, 8bd0
1309, 49ec
130a, a4a4
130b, f192
130c, 5310
130d, 5c06
130e, 2fcf
130f, 5020
1310, 661e
1311, 0f77
1312, 84fd
1313, 85c7
1314, 8497
1315, 08fe
1316, fb9d
1317, a5ed
1318, 8ca1
1319, ac0e
131a, 6107
131b, f07d
131c, 0d11
131d, 5acd
131e, 5ae7
131f, 0ea1
1320, fbfe
1321, cea7
1322, 3e3d
1323, 840e
1324, 3e37
1325, c2f2
1326, f794
1327, a491
1328, 816d
1329, a167
132a, fca9
132b, f801
132c, 019d
132d, acad
132e, acf7
132f, 040b
1330, 47f8
1331, 8264
1332, 3841
1333, dabc
1334, 7dbf
1335, d838
1336, eb30
1337, 521d
1338, 2f8c
1339, 5b2e
133a, 6b54
133b, e2a0
133c, 3752
133d, a7c1
133e, b58a
133f, c852
1340, 2be3
1341, 0344
1342, 35e0
1343, e478
1344, 6ba4
1345, c0e3
1346, 0432
1347, 06cb
1348, 8a76
1349, 68fb
134a, 02d4
134b, 6a42
134c, 71e6
134d, dc70
134e, 60c9
134f, 0f76
1350, 2d17
1351, 3bf2
1352, 4041
1353, aaba
1354, f2fd
1355, 1519
1356, b855
1357, 710c
1358, ff8a
1359, e49c
135a, a23e
135b, 9755
135c, fa88
135d, d3c1
135e, cbdd
135f, afe8
1360, 83ee
1361, a9ce
1362, e5e0
1363, 4277
1364, 4913
1365, 529e
1366, 87f1
1367, b411
1368, 4376
1369, bac8
136a, 37ae
136b, 89c1
136c, a3e1
136d, bc7d
136e, d71e
136f, a201
1370, 47fe
1371, 6d8e
1372, 39fd
1373, bada
1374, 9080
1375, d91e
1376, 1e9f
1377, 1d04
1378, 843a
1379, fee4
137a, 0e5e
137b, fd9f
137c, e74f
137d, a7c0
137e, 7bbd
137f, 594f
1380, 9197
1381, 8612
1382, e9e1
1383, dcbc
1384, 683d
1385, 7fe7
1386, 723f
1387, 0daa
1388, 358c
1389, 9efa
138a, 58f2
138b, 633f
138c, 2c83
138d, b701
138e, 062d
138f, c583
1390, e31e
1391, f15e
1392, 803d
1393, 5c6a
1394, 29e0
1395, b04e
1396, d4ff
1397, c1c4
1398, 6e5a
1399, 3414
139a, c49e
139b, 21ff
139c, 838f
139d, 53ad
139e, 16b0
139f, 008f
13a0, e718
13a1, cde4
13a2, 84f6
13a3, 49a3
13a4, 2d7a
13a5, 5918
13a6, 0e92
13a7, 7b7b
13a8, 37a0
13a9, 90ec
13aa, ce04
13ab, 6de2
13ac, d710
13ad, baa6
13ae, 2e79
13af, a9c0
13b0, 6df8
13b1, f5bd
13b2, e2f6
13b3, 5a2b
13b4, ac62
13b5, 7ef8
13b6, 9196
13b7, 5996
13b8, 843b
13b9, b708
13ba, fc5d
13bb, 6f06
13bc, 6a4e
13bd, 53a6
13be, a58b
13bf, 043e
13c0, 3398
13c1, 8924
13c2, 32e1
13c3, bcbb
13c4, ba2f
13c5, d298
13c6, 47f0
13c7, d9fd
13c8, e58c
13c9, a7ce
13ca, 8734
13cb, 39a0
13cc, 8382
13cd, d301
13ce, b444
13cf, 5252
13d0, 379e
13d1, 52ae
13d2, 4f80
13d3, 49c8
13d4, e043
13d5, a85e
13d6, 8b51
13d7, b5e6
13d8, 4626
13d9, bdb8
13da, 8bde
13db, 8201
13dc, a7f1
13dd, da70
13de, b313
13df, a8d1
13e0, 9193
13e1, f461
13e2, e850
13e3, acdb
13e4, c169
13e5, 7495
13e6, 2cfa
13e7, d2f6
13e8, fe3b
13e9, dbd8
13ea, 3191
13eb, 2ea6
13ec, fc3e
